# Species	Genes	Alg.-Conn.	Penicillium_sp_2HH.fasta	A.nidulans_FGSC_A4_v.s10-m04-r16.fasta
2	2	1	PECH_008582	AN8226
2	2	1	PECH_008583	AN8225
2	2	1	PECH_008584	AN8224
2	2	1	PECH_008585	AN8219
2	2	1	PECH_008586	AN11059
2	2	1	PECH_008587	AN11058
2	2	1	PECH_008588	AN11055
2	2	1	PECH_008589	AN12344
2	2	1	PECH_008590	AN8229
2	2	1	PECH_008591	AN11056
2	2	1	PECH_008592	AN8231
2	2	1	PECH_008594	AN8232
2	2	1	PECH_008595	AN8233
2	2	1	PECH_008597	AN8234
2	2	1	PECH_008598	AN8235
2	2	1	PECH_008599	AN8236
2	2	1	PECH_008600	AN8237
2	2	1	PECH_008601	AN9522
2	2	1	PECH_008607	AN11068
2	2	1	PECH_008608	AN8244
2	2	1	PECH_008609	AN11063
2	2	1	PECH_008610	AN11069
2	2	1	PECH_008611	AN8246
2	2	1	PECH_008612	AN8247
2	2	1	PECH_008613	AN12201
2	2	1	PECH_008614	AN8248
2	2	1	PECH_008615	AN8251
2	2	1	PECH_008616	AN2470
2	2	1	PECH_008617	AN11070
2	2	1	PECH_008618	AN12202
2	2	1	PECH_008620	AN8253
2	2	1	PECH_008621	AN8254
2	2	1	PECH_008622	AN12203
2	2	1	PECH_008623	AN12204
2	2	1	PECH_008624	AN8256
2	2	1	PECH_008625	AN8257
2	2	1	PECH_008626	AN8258
2	2	1	PECH_008627	AN8259
2	2	1	PECH_008628	AN11065
2	2	1	PECH_008629	AN11071
2	2	1	PECH_008631	AN12206
2	2	1	PECH_008632	AN8800
2	2	1	PECH_008633	AN8799
2	2	1	PECH_008634	AN8798
2	2	1	PECH_008635	AN11018
2	2	1	PECH_008639	AN2728
2	2	1	PECH_008640	AN12314
2	2	1	PECH_000005	AN4565
2	2	1	PECH_008642	AN11019
2	2	1	PECH_008643	AN7741
2	2	1	PECH_008644	AN7739
2	2	1	PECH_008645	AN7736
2	2	1	PECH_008646	AN7729
2	2	1	PECH_008650	AN7727
2	2	1	PECH_008651	AN7726
2	2	1	PECH_008652	AN7733
2	2	1	PECH_008653	AN7734
2	2	1	PECH_008655	AN11007
2	2	1	PECH_008656	AN11005
2	2	1	PECH_008657	AN7732
2	2	1	PECH_008658	AN5376
2	2	1	PECH_008659	AN7725
2	2	1	PECH_008660	AN7721
2	2	1	PECH_008661	AN7720
2	2	1	PECH_008662	AN7719
2	2	1	PECH_008663	AN11004
2	2	1	PECH_008665	AN7717
2	2	1	PECH_008666	AN7722
2	2	1	PECH_008667	AN7723
2	2	1	PECH_008668	AN7724
2	2	1	PECH_008669	AN1742
2	2	1	PECH_008670	AN10864
2	2	1	PECH_008671	AN3499
2	2	1	PECH_008673	AN3498
2	2	1	PECH_008674	AN3501
2	2	1	PECH_008675	AN5295
2	2	1	PECH_008676	AN5294
2	2	1	PECH_008677	AN9000
2	2	1	PECH_008679	AN11950
2	2	1	PECH_008680	AN10668
2	2	1	PECH_008681	AN11949
2	2	1	PECH_008682	AN10658
2	2	1	PECH_008684	AN1743
2	2	1	PECH_008685	AN1744
2	2	1	PECH_008686	AN1745
2	2	1	PECH_008688	AN1746
2	2	1	PECH_008689	AN1747
2	2	1	PECH_008690	AN1750
2	2	1	PECH_008691	AN1751
2	2	1	PECH_008693	AN1753
2	2	1	PECH_008694	AN8415
2	2	1	PECH_008695	AN1752
2	2	1	PECH_008696	AN1754
2	2	1	PECH_008697	AN1756
2	2	1	PECH_008698	AN1757
2	2	1	PECH_008699	AN1758
2	2	1	PECH_008700	AN1759
2	2	1	PECH_008701	AN1777
2	2	1	PECH_008702	AN1776
2	2	1	PECH_008703	AN1775
2	2	1	PECH_008704	AN11314
2	2	1	PECH_008705	AN11092
2	2	1	PECH_008707	AN9203
2	2	1	PECH_008708	AN1773
2	2	1	PECH_008709	AN1772
2	2	1	PECH_008711	AN10565
2	2	1	PECH_008715	AN7874
2	2	1	PECH_008716	AN7879
2	2	1	PECH_008718	AN7881
2	2	1	PECH_008719	AN7876
2	2	1	PECH_008722	AN7884
2	2	1	PECH_008723	AN3876
2	2	1	PECH_008724	AN3402
2	2	1	PECH_008725	AN0394
2	2	1	PECH_008726	AN0058
2	2	1	PECH_008727	AN6761
2	2	1	PECH_008730	AN2250
2	2	1	PECH_008732	AN5355
2	2	1	PECH_008735	AN8951
2	2	1	PECH_008736	AN8952
2	2	1	PECH_008737	AN2904
2	2	1	PECH_008738	AN2903
2	2	1	PECH_008740	AN2902
2	2	1	PECH_008742	AN11688
2	2	1	PECH_008743	AN2901
2	2	1	PECH_008744	AN2900
2	2	1	PECH_008745	AN2899
2	2	1	PECH_008746	AN2898
2	2	1	PECH_008747	AN2897
2	2	1	PECH_008748	AN2896
2	2	1	PECH_008749	AN2895
2	2	1	PECH_008751	AN2894
2	2	1	PECH_008752	AN2893
2	2	1	PECH_008753	AN11687
2	2	1	PECH_008754	AN2890
2	2	1	PECH_008755	AN2889
2	2	1	PECH_008756	AN2888
2	2	1	PECH_008757	AN2887
2	2	1	PECH_008758	AN2886
2	2	1	PECH_008760	AN2885
2	2	1	PECH_008761	AN2884
2	2	1	PECH_008762	AN6625
2	2	1	PECH_008763	AN11685
2	2	1	PECH_008764	AN2882
2	2	1	PECH_008765	AN2883
2	2	1	PECH_008766	AN2880
2	2	1	PECH_008767	AN2875
2	2	1	PECH_008768	AN11684
2	2	1	PECH_008769	AN2873
2	2	1	PECH_008771	AN2872
2	2	1	PECH_008772	AN2871
2	2	1	PECH_008773	AN2877
2	2	1	PECH_008774	AN6774
2	2	1	PECH_008775	AN2876
2	2	1	PECH_008776	AN8095
2	2	1	PECH_008779	AN10821
2	2	1	PECH_008781	AN9227
2	2	1	PECH_008782	AN8105
2	2	1	PECH_008783	AN4608
2	2	1	PECH_008784	AN10814
2	2	1	PECH_008785	AN10813
2	2	1	PECH_008786	AN10820
2	2	1	PECH_008788	AN6485
2	2	1	PECH_008790	AN11217
2	2	1	PECH_008791	AN6075
2	2	1	PECH_008793	AN2434
2	2	1	PECH_008794	AN2433
2	2	1	PECH_008795	AN2432
2	2	1	PECH_008796	AN2431
2	2	1	PECH_008797	AN2430
2	2	1	PECH_008798	AN9497
2	2	1	PECH_008799	AN6387
2	2	1	PECH_008800	AN8601
2	2	1	PECH_008801	AN6391
2	2	1	PECH_008803	AN10204
2	2	1	PECH_008804	AN11915
2	2	1	PECH_008805	AN6394
2	2	1	PECH_008806	AN0605
2	2	1	PECH_008807	AN0604
2	2	1	PECH_008808	AN0602
2	2	1	PECH_008809	AN0600
2	2	1	PECH_008810	AN0598
2	2	1	PECH_008811	AN0597
2	2	1	PECH_008812	AN0596
2	2	1	PECH_008813	AN0595
2	2	1	PECH_008814	AN0594
2	2	1	PECH_008815	AN0593
2	2	1	PECH_008816	AN3073
2	2	1	PECH_008817	AN3072
2	2	1	PECH_008818	AN3071
2	2	1	PECH_008819	AN3070
2	2	1	PECH_008820	AN10352
2	2	1	PECH_008821	AN10364
2	2	1	PECH_008822	AN3068
2	2	1	PECH_008823	AN3067
2	2	1	PECH_008824	AN3065
2	2	1	PECH_008825	AN3064
2	2	1	PECH_008826	AN3058
2	2	1	PECH_008827	AN11704
2	2	1	PECH_008828	AN3059
2	2	1	PECH_008829	AN3060
2	2	1	PECH_008830	AN3061
2	2	1	PECH_008831	AN3062
2	2	1	PECH_008832	AN3063
2	2	1	PECH_008834	AN4598
2	2	1	PECH_008835	AN3055
2	2	1	PECH_008836	AN3056
2	2	1	PECH_008837	AN3057
2	2	1	PECH_008838	AN8461
2	2	1	PECH_008839	AN4599
2	2	1	PECH_008840	AN4600
2	2	1	PECH_008841	AN4601
2	2	1	PECH_008842	AN4603
2	2	1	PECH_008843	AN12163
2	2	1	PECH_008844	AN4602
2	2	1	PECH_008845	AN3344
2	2	1	PECH_008848	AN4611
2	2	1	PECH_008849	AN5021
2	2	1	PECH_008850	AN5022
2	2	1	PECH_008851	AN5028
2	2	1	PECH_008853	AN5027
2	2	1	PECH_008855	AN4314
2	2	1	PECH_008856	AN4313
2	2	1	PECH_008857	AN4312
2	2	1	PECH_008858	AN4311
2	2	1	PECH_008859	AN4310
2	2	1	PECH_008860	AN4309
2	2	1	PECH_008861	AN4308
2	2	1	PECH_008862	AN4307
2	2	1	PECH_008864	AN4306
2	2	1	PECH_008865	AN12152
2	2	1	PECH_008866	AN4304
2	2	1	PECH_008867	AN4303
2	2	1	PECH_008868	AN4302
2	2	1	PECH_008869	AN4295
2	2	1	PECH_008870	AN4301
2	2	1	PECH_008871	AN4300
2	2	1	PECH_008872	AN4299
2	2	1	PECH_008873	AN10539
2	2	1	PECH_008874	AN4298
2	2	1	PECH_008876	AN4297
2	2	1	PECH_008878	AN4294
2	2	1	PECH_008879	AN4293
2	2	1	PECH_008880	AN10026
2	2	1	PECH_008885	AN5003
2	2	1	PECH_008887	AN5004
2	2	1	PECH_008888	AN5005
2	2	1	PECH_008889	AN10621
2	2	1	PECH_008890	AN10611
2	2	1	PECH_008891	AN11773
2	2	1	PECH_008892	AN10475
2	2	1	PECH_008893	AN10991
2	2	1	PECH_008894	AN7687
2	2	1	PECH_008896	AN8911
2	2	1	PECH_008897	AN7684
2	2	1	PECH_008899	AN11003
2	2	1	PECH_008900	AN10530
2	2	1	PECH_008901	AN10578
2	2	1	PECH_008902	AN10574
2	2	1	PECH_008903	AN4652
2	2	1	PECH_008904	AN4653
2	2	1	PECH_008906	AN4905
2	2	1	PECH_008907	AN10615
2	2	1	PECH_008908	AN4904
2	2	1	PECH_008909	AN4903
2	2	1	PECH_008910	AN4902
2	2	1	PECH_008911	AN4901
2	2	1	PECH_008912	AN10614
2	2	1	PECH_008913	AN4900
2	2	1	PECH_008914	AN4899
2	2	1	PECH_008916	AN9235
2	2	1	PECH_008919	AN3108
2	2	1	PECH_008920	AN3110
2	2	1	PECH_008922	AN5708
2	2	1	PECH_008923	AN5712
2	2	1	PECH_008924	AN5713
2	2	1	PECH_008925	AN3879
2	2	1	PECH_008926	AN2554
2	2	1	PECH_008928	AN12105
2	2	1	PECH_008929	AN2652
2	2	1	PECH_000004	AN7943
2	2	1	PECH_008931	AN4214
2	2	1	PECH_008932	AN4215
2	2	1	PECH_008933	AN4216
2	2	1	PECH_008934	AN0570
2	2	1	PECH_008935	AN10277
2	2	1	PECH_008938	AN5234
2	2	1	PECH_008939	AN5717
2	2	1	PECH_008940	AN5716
2	2	1	PECH_008941	AN5715
2	2	1	PECH_008942	AN5714
2	2	1	PECH_008944	AN12104
2	2	1	PECH_008945	AN4210
2	2	1	PECH_008946	AN4209
2	2	1	PECH_008947	AN4207
2	2	1	PECH_008948	AN4208
2	2	1	PECH_008949	AN4206
2	2	1	PECH_008953	AN4202
2	2	1	PECH_008955	AN4201
2	2	1	PECH_008956	AN10516
2	2	1	PECH_008957	AN10522
2	2	1	PECH_008958	AN6473
2	2	1	PECH_008960	AN4199
2	2	1	PECH_008961	AN6952
2	2	1	PECH_008962	AN12276
2	2	1	PECH_008963	AN2891
2	2	1	PECH_008964	AN2822
2	2	1	PECH_008966	AN9042
2	2	1	PECH_008967	AN8406
2	2	1	PECH_008970	AN2391
2	2	1	PECH_008971	AN2389
2	2	1	PECH_008972	AN10599
2	2	1	PECH_008974	AN8218
2	2	1	PECH_008975	AN2406
2	2	1	PECH_008976	AN2398
2	2	1	PECH_008978	AN10297
2	2	1	PECH_008981	AN8638
2	2	1	PECH_008982	AN12120
2	2	1	PECH_008983	AN3558
2	2	1	PECH_008984	AN2410
2	2	1	PECH_008985	AN6340
2	2	1	PECH_008986	AN6341
2	2	1	PECH_008989	AN5267
2	2	1	PECH_008990	AN1548
2	2	1	PECH_008991	AN12339
2	2	1	PECH_008992	AN1824
2	2	1	PECH_008995	AN6342
2	2	1	PECH_008996	AN11140
2	2	1	PECH_008998	AN6687
2	2	1	PECH_008999	AN6688
2	2	1	PECH_009001	AN0509
2	2	1	PECH_009002	AN6969
2	2	1	PECH_000001	AN6760
2	2	1	PECH_009006	AN3419
2	2	1	PECH_009007	AN0548
2	2	1	PECH_009009	AN6690
2	2	1	PECH_009012	AN11898
2	2	1	PECH_009015	AN4113
2	2	1	PECH_009017	AN8735
2	2	1	PECH_009019	AN6696
2	2	1	PECH_009020	AN6697
2	2	1	PECH_009022	AN6698
2	2	1	PECH_009023	AN6699
2	2	1	PECH_009024	AN3414
2	2	1	PECH_009025	AN6694
2	2	1	PECH_009029	AN1285
2	2	1	PECH_009031	AN6695
2	2	1	PECH_009032	AN2087
2	2	1	PECH_009034	AN0646
2	2	1	PECH_009035	AN0271
2	2	1	PECH_009036	AN4872
2	4	0.145	PECH_004736,PECH_004363	AN10811,AN7522
2	4	0.246	PECH_004912	AN11013,AN3281,AN7818
2	3	0.331	PECH_005239	AN8112,AN2614
2	2	1	PECH_002010	AN3990
1	1	0	*	AN11191
1	1	0	*	AN6101
1	1	0	*	AN4126
1	1	0	*	AN3856
1	1	0	*	AN10087
1	1	0	*	AN3227
1	1	0	*	AN3998
1	1	0	*	AN6788
1	1	0	*	AN12311
1	1	0	*	AN6459
1	1	0	*	AN3773
1	1	0	*	AN7532
1	1	0	*	AN6923
1	1	0	*	AN6106
1	1	0	*	AN11875
1	1	0	*	AN3318
1	1	0	*	AN9517
1	1	0	*	AN8602
1	1	0	*	AN8775
1	1	0	*	AN11861
1	1	0	*	AN1645
1	1	0	*	AN3512
1	1	0	*	AN9510
1	1	0	*	AN8509
1	1	0	*	AN2337
1	1	0	*	AN9495
1	1	0	*	AN12176
1	1	0	*	AN11489
1	1	0	*	AN1947
1	1	0	*	AN1603
1	1	0	*	AN5509
1	1	0	*	AN10912
1	1	0	*	AN3528
1	1	0	*	AN12156
1	1	0	*	AN10596
1	1	0	*	AN4643
1	1	0	*	AN0519
1	1	0	*	AN6668
1	1	0	*	AN1307
1	1	0	*	AN0510
1	1	0	*	AN7362
1	1	0	*	AN2645
1	1	0	*	AN8433
1	1	0	*	AN7023
1	1	0	*	AN10142
1	1	0	*	AN1925
1	1	0	*	AN11038
1	1	0	*	AN4503
1	1	0	*	AN2187
1	1	0	*	AN8155
1	1	0	*	AN2789
1	1	0	*	AN2676
1	1	0	*	AN3049
1	1	0	*	AN11212
1	1	0	*	AN7279
1	1	0	*	AN2381
1	1	0	*	AN1724
1	1	0	*	AN1955
1	1	0	*	AN8983
1	1	0	*	AN12021
1	1	0	*	AN5402
1	1	0	*	AN7097
1	1	0	*	AN3366
1	1	0	*	AN4291
1	1	0	*	AN6062
1	1	0	*	AN11779
1	1	0	*	AN10528
1	1	0	*	AN8905
1	1	0	*	AN3353
1	1	0	*	AN9015
1	1	0	*	AN7110
1	1	0	*	AN2704
1	1	0	*	AN8647
1	1	0	*	AN10631
1	1	0	*	AN5304
1	1	0	*	AN7850
1	1	0	*	AN2662
1	1	0	*	AN6401
1	1	0	*	AN5655
1	1	0	*	AN10960
1	1	0	*	AN8525
1	1	0	*	AN9264
1	1	0	*	AN9187
1	1	0	*	AN3845
1	1	0	*	AN11977
1	1	0	*	AN7713
1	1	0	*	AN11436
1	1	0	*	AN12028
1	1	0	*	AN11781
1	1	0	*	AN11225
1	1	0	*	AN3697
1	1	0	*	AN2710
1	1	0	*	AN0527
1	1	0	*	AN12297
1	1	0	*	AN6000
1	1	0	*	AN12041
1	1	0	*	AN9156
1	1	0	*	AN6935
1	1	0	*	AN6927
1	1	0	*	AN11203
1	1	0	*	AN2682
1	1	0	*	AN6633
1	1	0	*	AN11872
1	1	0	*	AN1252
1	1	0	*	AN8948
1	1	0	*	AN7129
1	1	0	*	AN7061
1	1	0	*	AN4190
1	1	0	*	AN10403
1	1	0	*	AN2689
1	1	0	*	AN11880
1	1	0	*	AN6450
1	1	0	*	AN2791
1	1	0	*	AN4999
1	1	0	*	AN8568
1	1	0	*	AN10836
1	1	0	*	AN2784
1	1	0	*	AN1617
1	1	0	*	AN2452
1	1	0	*	AN7887
1	1	0	*	AN8472
1	1	0	*	AN10082
1	1	0	*	AN6603
1	1	0	*	AN2613
1	1	0	*	AN3820
1	1	0	*	AN9165
1	1	0	*	AN7120
1	1	0	*	AN11109
1	1	0	*	AN11172
1	1	0	*	AN11758
1	1	0	*	AN7521
1	1	0	*	AN0366
1	1	0	*	AN8958
1	1	0	*	AN6748
1	1	0	*	AN6964
1	1	0	*	AN5762
1	1	0	*	AN7327
1	1	0	*	AN9282
1	1	0	*	AN1590
1	1	0	*	AN0041
1	1	0	*	AN2035
1	1	0	*	AN2537
1	1	0	*	AN0383
1	1	0	*	AN5073
1	1	0	*	AN3966
1	1	0	*	AN2837
1	1	0	*	AN7041
1	1	0	*	AN8915
1	1	0	*	AN7872
1	1	0	*	AN5055
1	1	0	*	AN3256
1	1	0	*	AN3989
1	1	0	*	AN5322
1	1	0	*	AN12165
1	1	0	*	AN5240
1	1	0	*	AN6441
1	1	0	*	AN9002
1	1	0	*	AN7856
1	1	0	*	AN3487
1	1	0	*	AN2753
1	1	0	*	AN11471
1	1	0	*	AN7174
1	1	0	*	AN5173
1	1	0	*	AN3505
1	1	0	*	AN5987
1	1	0	*	AN2397
1	1	0	*	AN2198
1	1	0	*	AN7240
1	1	0	*	AN8148
1	1	0	*	AN5955
1	1	0	*	AN2220
1	1	0	*	AN10898
1	1	0	*	AN12016
1	1	0	*	AN11820
1	1	0	*	AN1290
1	1	0	*	AN6242
1	1	0	*	AN3570
1	1	0	*	AN1790
1	1	0	*	AN9439
1	1	0	*	AN10773
1	1	0	*	AN8370
1	1	0	*	AN3282
1	1	0	*	AN3994
1	1	0	*	AN1644
1	1	0	*	AN5370
1	1	0	*	AN1321
1	1	0	*	AN12277
1	1	0	*	AN8424
1	1	0	*	AN3280
1	1	0	*	AN4426
1	1	0	*	AN5460
1	1	0	*	AN3521
1	1	0	*	AN1589
1	1	0	*	AN3207
1	1	0	*	AN7460
1	1	0	*	AN2570
1	1	0	*	AN1658
1	1	0	*	AN10289
1	1	0	*	AN9223
1	1	0	*	AN7767
1	1	0	*	AN8734
1	1	0	*	AN5233
1	1	0	*	AN7373
1	1	0	*	AN3237
1	1	0	*	AN5800
1	1	0	*	AN5035
1	1	0	*	AN0437
1	1	0	*	AN8366
1	1	0	*	AN9261
1	1	0	*	AN8493
1	1	0	*	AN9009
1	1	0	*	AN11533
1	1	0	*	AN11313
1	1	0	*	AN8356
1	1	0	*	AN9250
1	1	0	*	AN11767
1	1	0	*	AN2152
1	1	0	*	AN0742
1	1	0	*	AN0760
1	1	0	*	AN4146
1	1	0	*	AN10625
1	1	0	*	AN7946
1	1	0	*	AN0601
1	1	0	*	AN7912
1	1	0	*	AN6686
1	1	0	*	AN5791
1	1	0	*	AN8572
1	1	0	*	AN10038
1	1	0	*	AN7999
1	1	0	*	AN2411
1	1	0	*	AN12077
1	1	0	*	AN8313
1	1	0	*	AN2074
1	1	0	*	AN6656
1	1	0	*	AN9283
1	1	0	*	AN1831
1	1	0	*	AN4826
1	1	0	*	AN6465
1	1	0	*	AN7808
1	1	0	*	AN7920
1	1	0	*	AN7817
1	1	0	*	AN1313
1	1	0	*	AN7405
1	1	0	*	AN6882
1	1	0	*	AN7778
1	1	0	*	AN9343
1	1	0	*	AN3886
1	1	0	*	AN7689
1	1	0	*	AN7083
1	1	0	*	AN0853
1	1	0	*	AN8378
1	1	0	*	AN0019
1	1	0	*	AN0159
1	1	0	*	AN6163
1	1	0	*	AN6701
1	1	0	*	AN3139
1	1	0	*	AN12123
1	1	0	*	AN8546
1	1	0	*	AN11552
1	1	0	*	AN5369
1	1	0	*	AN2413
1	1	0	*	AN1627
1	1	0	*	AN2721
1	1	0	*	AN5584
1	1	0	*	AN4628
1	1	0	*	AN3486
1	1	0	*	AN8939
1	1	0	*	AN5268
1	1	0	*	AN1036
1	1	0	*	AN6099
1	1	0	*	AN11899
1	1	0	*	AN0790
1	1	0	*	AN6092
1	1	0	*	AN5287
1	1	0	*	AN5605
1	1	0	*	AN8966
1	1	0	*	AN12458
1	1	0	*	AN5033
1	1	0	*	AN0021
1	1	0	*	AN8698
1	1	0	*	AN3792
1	1	0	*	AN6663
1	1	0	*	AN7073
1	1	0	*	AN7873
1	1	0	*	AN9309
1	1	0	*	AN1704
1	1	0	*	AN10759
1	1	0	*	AN8961
1	1	0	*	AN5335
1	1	0	*	AN8391
1	1	0	*	AN9535
1	1	0	*	AN20016
1	1	0	*	AN6016
1	1	0	*	AN1040
1	1	0	*	AN5086
1	1	0	*	AN8457
1	1	0	*	AN5311
1	1	0	*	AN5398
1	1	0	*	AN10073
1	1	0	*	AN0209
1	1	0	*	AN7821
1	1	0	*	AN0672
1	1	0	*	AN7038
1	1	0	*	AN5467
1	1	0	*	AN8325
1	1	0	*	AN10979
1	1	0	*	AN12378
1	1	0	*	AN11518
1	1	0	*	AN8548
1	1	0	*	AN11777
1	1	0	*	AN10099
1	1	0	*	AN6622
1	1	0	*	AN11954
1	1	0	*	AN4845
1	1	0	*	AN7942
1	1	0	*	AN1587
1	1	0	*	AN11245
1	1	0	*	AN6494
1	1	0	*	AN4116
1	1	0	*	AN0506
1	1	0	*	AN10358
1	1	0	*	AN2640
1	1	0	*	AN10001
1	1	0	*	AN4486-uORF
1	1	0	*	AN7493
1	1	0	*	AN10579
1	1	0	*	AN5508
1	1	0	*	AN10199
1	1	0	*	AN5135
1	1	0	*	AN9443
1	1	0	*	AN6693
1	1	0	*	AN6052
1	1	0	*	AN0443
1	1	0	*	AN1806
1	1	0	*	AN5948
1	1	0	*	AN3339
1	1	0	*	AN8127
1	1	0	*	AN10908
1	1	0	*	AN0530
1	1	0	*	AN9373
1	1	0	*	AN8759
1	1	0	*	AN9026
1	1	0	*	AN2033
1	1	0	*	AN10325
1	1	0	*	AN1257
1	1	0	*	AN11205
1	1	0	*	AN12482
1	1	0	*	AN12052
1	1	0	*	AN12434
1	1	0	*	AN1714
1	1	0	*	AN8349
1	1	0	*	AN6315
1	1	0	*	AN7236
1	1	0	*	AN1889
1	1	0	*	AN0639
1	1	0	*	AN1268
1	1	0	*	AN5542
1	1	0	*	AN8586
1	1	0	*	AN5391
1	1	0	*	AN11609
1	1	0	*	AN2659
1	1	0	*	AN20000
1	1	0	*	AN2788
1	1	0	*	AN4668
1	1	0	*	AN7452
1	1	0	*	AN8729
1	1	0	*	AN12440
1	1	0	*	AN2253
1	1	0	*	AN2388
1	1	0	*	AN11992
1	1	0	*	AN10500
1	1	0	*	AN7913
1	1	0	*	AN9364
1	1	0	*	AN7183
1	1	0	*	AN11408
1	1	0	*	AN2553
1	1	0	*	AN9230
1	1	0	*	AN0217
1	1	0	*	AN0100
1	1	0	*	AN0014
1	1	0	*	AN10662
1	1	0	*	AN5470
1	1	0	*	AN8153
1	1	0	*	AN10293
1	1	0	*	AN6918
1	1	0	*	AN20017
1	1	0	*	AN2010
1	1	0	*	AN6719
1	1	0	*	AN0618
1	1	0	*	AN11751
1	1	0	*	AN6020
1	1	0	*	AN2559
1	1	0	*	AN3565
1	1	0	*	AN9387
1	1	0	*	AN9033
1	1	0	*	AN11015
1	1	0	*	AN9081
1	1	0	*	AN3495
1	1	0	*	AN0413
1	1	0	*	AN5252
1	1	0	*	AN7974
1	1	0	*	AN12134
1	1	0	*	AN0395
1	1	0	*	AN3539
1	1	0	*	AN8767
1	1	0	*	AN10920
1	1	0	*	AN3251
1	1	0	*	AN5297
1	1	0	*	AN9045
1	1	0	*	AN7828
1	1	0	*	AN8360
1	1	0	*	AN12279
1	1	0	*	AN7090
1	1	0	*	AN0169
1	1	0	*	AN10606
1	1	0	*	AN12327
1	1	0	*	AN4338
1	1	0	*	AN8507
1	1	0	*	AN2920
1	1	0	*	AN8922
1	1	0	*	AN11105
1	1	0	*	AN20009
1	1	0	*	AN11926
1	1	0	*	AN10888
1	1	0	*	AN5477
1	1	0	*	AN12418
1	1	0	*	AN10730
1	1	0	*	AN8980
1	1	0	*	AN5538
1	1	0	*	AN0478
1	1	0	*	AN11049
1	1	0	*	AN11793
1	1	0	*	AN12088
1	1	0	*	AN10217
1	1	0	*	AN1159
1	1	0	*	AN2726
1	1	0	*	AN2635
1	1	0	*	AN5424
1	1	0	*	AN4882
1	1	0	*	AN6407
1	1	0	*	AN0376
1	1	0	*	AN8113
1	1	0	*	AN8223
1	1	0	*	AN10938
1	1	0	*	AN7217
1	1	0	*	AN2826
1	1	0	*	AN12488
1	1	0	*	AN12481
1	1	0	*	AN8160
1	1	0	*	AN6438
1	1	0	*	AN4649
1	1	0	*	AN11081
1	1	0	*	AN8308
1	1	0	*	AN2902-uORF
1	1	0	*	AN3514
1	1	0	*	AN2803
1	1	0	*	AN10305
1	1	0	*	AN8342
1	1	0	*	AN7864
1	1	0	*	AN1130
1	1	0	*	AN0130
1	1	0	*	AN8913
1	1	0	*	AN0869
1	1	0	*	AN6439
1	1	0	*	AN6635
1	1	0	*	AN6504
1	1	0	*	AN12096
1	1	0	*	AN4864-uORF
1	1	0	*	AN8332
1	1	0	*	AN8431
1	1	0	*	AN4816
1	1	0	*	AN11622
1	1	0	*	AN0546
1	1	0	*	AN11982
1	1	0	*	AN10659
1	1	0	*	AN2349
1	1	0	*	AN6057
1	1	0	*	AN11896
1	1	0	*	AN9246
1	1	0	*	AN4946
1	1	0	*	AN9300
1	1	0	*	AN10688
1	1	0	*	AN1542
1	1	0	*	AN2445
1	1	0	*	AN1784
1	1	0	*	AN12411
1	1	0	*	AN12114
1	1	0	*	AN2924
1	1	0	*	AN3241
1	1	0	*	AN12220
1	1	0	*	AN9013
1	1	0	*	AN1552
1	1	0	*	AN3991
1	1	0	*	AN2550
1	1	0	*	AN7986
1	1	0	*	AN2633
1	1	0	*	AN3047
1	1	0	*	AN2647
1	1	0	*	AN3532
1	1	0	*	AN2717
1	1	0	*	AN2595
1	1	0	*	AN10984
1	1	0	*	AN8732
1	1	0	*	AN10666
1	1	0	*	AN7852
1	1	0	*	AN3974
1	1	0	*	AN8645
1	1	0	*	AN2828
1	1	0	*	AN12255
1	1	0	*	AN2392
1	1	0	*	AN4448
1	1	0	*	AN1566
1	1	0	*	AN4357
1	1	0	*	AN5622
1	1	0	*	AN1042
1	1	0	*	AN6030
1	1	0	*	AN0529
1	1	0	*	AN3701
1	1	0	*	AN8583
1	1	0	*	AN0335
1	1	0	*	AN9350
1	1	0	*	AN10208
1	1	0	*	AN7467
1	1	0	*	AN2507
1	1	0	*	AN4144
1	1	0	*	AN6972
1	1	0	*	AN3228
1	1	0	*	AN2494
1	1	0	*	AN8447
1	1	0	*	AN8627
1	1	0	*	AN8640
1	1	0	*	AN10834
1	1	0	*	AN0750
1	1	0	*	AN7570
1	1	0	*	AN4289
1	1	0	*	AN0713
1	1	0	*	AN3009
1	1	0	*	AN4812
1	1	0	*	AN3549
1	1	0	*	AN11563
1	1	0	*	AN10401
1	1	0	*	AN7021
1	1	0	*	AN6290
1	1	0	*	AN12138
1	1	0	*	AN6002
1	1	0	*	AN8451
1	1	0	*	AN3614
1	1	0	*	AN4950
1	1	0	*	AN4098
1	1	0	*	AN11047
1	1	0	*	AN6916
1	1	0	*	AN12030
1	1	0	*	AN10866
1	1	0	*	AN11911
1	1	0	*	AN7410
1	1	0	*	AN10311
1	1	0	*	AN3174
1	1	0	*	AN4704
1	1	0	*	AN6383
1	1	0	*	AN7112
1	1	0	*	AN7663
1	1	0	*	AN9201
1	1	0	*	AN12265
1	1	0	*	AN1890
1	1	0	*	AN9035
1	1	0	*	AN3540
1	1	0	*	AN4460-uORF
1	1	0	*	AN1592
1	1	0	*	AN12267
1	1	0	*	AN12318
1	1	0	*	AN11148
1	1	0	*	AN7088
1	1	0	*	AN8631
1	1	0	*	AN2870
1	1	0	*	AN7109
1	1	0	*	AN7756
