#TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T000244_2.00	F007_2.00	TS12_2.00	.	.	PDE_07445	PDE_07445	Penicillium_oxalicum	N	AFT	AFT	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M09363_2.00	MS27_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX1_HUMAN.H11MO.0.B	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M09367_2.00	MS27_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX1_MOUSE.H11MO.0.A	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M09368_2.00	MS27_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	RFX3_MOUSE.H11MO.0.C	Misc	HocoMoco	Misc	Kulakovskiy	2013	23175603	July 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M09627_2.00	MS28_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	K562-RFX3_SRA012198	Misc	HOMER	Misc	Heinz	2010	20513432	January 2016	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M11245_2.00	MS59_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	V$EFC_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M11246_2.00	MS59_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	V$RFX1_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M11247_2.00	MS59_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	V$RFX1_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M11248_2.00	MS59_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	V$RFX1_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T318734_2.00	F294_2.00	TS12_2.00	M11251_2.00	MS59_2.00	PDE_02161	PDE_02161	Penicillium_oxalicum	I	RFX	RFX_DNA_binding	1	0.6502061722952671	F$RFX1_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T322924_2.00	F301_2.00	TS12_2.00	.	.	PDE_04761	PDE_04761	Penicillium_oxalicum	N	SBP	SBP	1	0.885438107679107	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T323938_2.00	F303_2.00	TS12_2.00	.	.	PDE_05169	PDE_05169	Penicillium_oxalicum	N	Sigma 70	Sigma70_r2	1	0.7	.	.	.	.	.	.	.	.	SequenceIdentity	True	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M00070_2.00	MS01_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	ROX1_2099	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M03973_2.00	MS45_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox15_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M03974_2.00	MS45_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox15_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M06450_2.00	MS19_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox15_SANGER_5_FBgn0005613	B1H	FlyFactorSurvey	B1H	Zhu	2011	21097781	July 2012	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M07498_2.00	MS31_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	MA0371.1	PBM, CSA and or DIP-chip	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M08607_2.00	MS13_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	YPR065W_1396	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M11340_2.00	MS59_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$MAT1MC_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M11341_2.00	MS59_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$MAT1MC_02	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M11346_2.00	MS59_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$ROX1_Q6_01	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331805_2.00	F305_2.00	TS12_2.00	M11347_2.00	MS59_2.00	PDE_01613	PDE_01613	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	F$ROX1_Q6	Transfac	Transfac	Transfac	Matys	2006	16381825	7.0	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331806_2.00	F305_2.00	TS12_2.00	.	.	PDE_02914	PDE_02914	Penicillium_oxalicum	N	Sox	HMG_box	1	0.41467188012634704	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331807_2.00	F305_2.00	TS12_2.00	M01565_2.00	MS63_2.00	PDE_04795	PDE_04795	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Nhp6b	PBM	Zhu09	PBM	Zhu	2009	19158363	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331807_2.00	F305_2.00	TS12_2.00	M01566_2.00	MS63_2.00	PDE_04795	PDE_04795	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Nhp6a	PBM	Zhu09	PBM	Zhu	2009	19158363	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331807_2.00	F305_2.00	TS12_2.00	M08603_2.00	MS13_2.00	PDE_04795	PDE_04795	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	YBR089C-A_792	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331807_2.00	F305_2.00	TS12_2.00	M08606_2.00	MS13_2.00	PDE_04795	PDE_04795	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	YPR052C_879	Misc	DeBoer11	Misc	DeBoer	2011	22102575	June 2011	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00070_2.00	MS01_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	ROX1_2099	PBM	Badis08	PBM	Badis	2008	19111667	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00199_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox17_2837	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00202_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox15_3457	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00204_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox18_3506	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00205_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox12_3957	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00206_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox14_2677	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00208_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox21_3417	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00209_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox7_3460	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00211_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sry_2833	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00214_2.00	MS02_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox1_2631	PBM	Badis09	PBM	Badis	2009	19443739	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00710_2.00	MS10_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	pTH9125	PBM	CEPD	PBM	Narasimhan	2015	25905672	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00827_2.00	MS17_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	pTH3087	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M00829_2.00	MS17_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	pTH2677	PBM	DREAM_contest	PBM	Weirauch	2013	23354101	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M02488_2.00	MS64_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	pTH9043	PBM	Zoo_01	PBM	Weirauch	2014	25215497	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M02717_2.00	MS31_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	MA0084.1	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M02718_2.00	MS31_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	MA0078.1	SELEX	JASPAR	JASPAR	Mathelier	2014	24194598	August 2014	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03497_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX21_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03498_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX21_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03499_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX21_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03500_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX21_4	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03508_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX15_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03509_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX15_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03510_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX15_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03513_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX14_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03514_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX14_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03515_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX14_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03516_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX7_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03517_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX7_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03518_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX7_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03519_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX2_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03520_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX2_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03521_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX2_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03522_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX2_4	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03523_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX2_5	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03524_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX2_6	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03525_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SRY_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03526_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SRY_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03527_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SRY_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03528_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SRY_4	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03529_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX18_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03530_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX18_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03531_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SOX18_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03533_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox17_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03534_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox17_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03538_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox3_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03539_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox3_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03540_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox3_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03542_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox1_1	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03543_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox1_2	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03544_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox1_3	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03545_2.00	MS33_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox1_4	SELEX	Jolma2013	SELEX	Jolma	2013	23332764	January 2013	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03969_2.00	MS45_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	D_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03970_2.00	MS45_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	D_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03971_2.00	MS45_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox14_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03972_2.00	MS45_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	Sox14_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T331808_2.00	F305_2.00	TS12_2.00	M03976_2.00	MS45_2.00	PDE_06698	PDE_06698	Penicillium_oxalicum	I	Sox	HMG_box	1	0.41467188012634704	SoxN_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
